Anchor_1,Anchor_2,Anchor_3,Node_1_Ranges,Node_2_Ranges,Node_3_Ranges,Node_4_Ranges,Node_5_Ranges,Node_6_Ranges,Node_7_Ranges,Node_8_Ranges,Node_9_Ranges,Node_10_Ranges,Node_11_Ranges,Node_12_Ranges,Node_13_Ranges,Node_14_Ranges,Node_15_Ranges,Node_16_Ranges,Node_17_Ranges,Node_18_Ranges,Node_19_Ranges,Node_20_Ranges,Node_21_Ranges,Node_22_Ranges,Node_23_Ranges,Node_24_Ranges,Node_25_Ranges,Node_26_Ranges,Node_27_Ranges,Node_28_Ranges,Node_29_Ranges,Node_30_Ranges,Node_31_Ranges,Node_32_Ranges,Node_33_Ranges,Node_34_Ranges,Node_35_Ranges,Node_36_Ranges,Node_37_Ranges,Node_38_Ranges,Node_39_Ranges,Node_40_Ranges,Node_41_Ranges,Node_42_Ranges,Node_43_Ranges,Node_44_Ranges,Node_45_Ranges,Node_46_Ranges,Node_47_Ranges,Node_48_Ranges,Node_49_Ranges,Node_50_Ranges
"(83, 46)","(46, 50)","(82, 67)","(33.60, 35.36, 51.62)","(13.34, 35.17, 8.25)","(55.44, 31.58, 44.27)","(74.52, 48.33, 62.17)","(29.15, 51.86, 50.16)","(72.25, 51.20, 57.43)","(36.77, 18.25, 48.10)","(54.04, 61.03, 33.02)","(50.25, 13.04, 51.55)","(73.93, 49.09, 85.63)","(34.79, 56.08, 16.97)","(81.25, 47.89, 87.66)","(77.01, 49.24, 65.39)","(78.43, 47.63, 86.82)","(7.62, 40.11, 14.56)","(80.22, 44.15, 83.49)","(71.06, 44.78, 59.09)","(28.02, 59.48, 47.17)","(30.02, 37.20, 49.04)","(20.62, 48.37, 41.44)","(45.54, 50.80, 24.74)","(63.15, 26.25, 61.66)","(28.16, 46.65, 8.06)","(75.01, 38.33, 77.20)","(58.14, 34.71, 46.24)","(69.32, 43.01, 80.16)","(15.13, 22.80, 26.93)","(48.10, 39.20, 64.50)","(26.00, 51.08, 11.40)","(31.40, 25.94, 46.65)","(55.90, 24.70, 49.16)","(9.06, 36.35, 12.00)","(35.78, 20.62, 48.27)","(67.48, 49.34, 81.84)","(27.78, 54.78, 15.30)","(30.46, 58.52, 50.70)","(47.38, 29.15, 35.11)","(41.68, 35.78, 25.00)","(46.39, 58.83, 67.19)","(49.66, 44.01, 31.24)","(41.23, 39.96, 22.67)","(37.00, 4.00, 41.68)","(58.22, 21.02, 59.20)","(75.95, 41.23, 81.02)","(82.46, 49.24, 89.01)","(52.50, 50.57, 32.65)","(64.03, 45.88, 78.24)","(27.07, 49.82, 48.09)","(26.25, 16.97, 37.64)","(51.62, 55.23, 30.81)"
"(32, 56)","(94, 70)","(86, 8)","(55.15, 57.78, 17.49)","(36.14, 27.46, 60.08)","(23.09, 86.49, 89.69)","(16.03, 63.03, 84.39)","(61.72, 76.92, 26.93)","(20.62, 57.31, 83.82)","(16.12, 52.80, 56.57)","(67.45, 32.14, 31.95)","(71.84, 59.30, 3.61)","(20.25, 51.09, 77.94)","(36.14, 72.18, 46.84)","(40.05, 27.20, 48.08)","(37.58, 28.07, 67.05)","(3.16, 65.25, 71.06)","(65.62, 5.83, 58.05)","(36.67, 74.33, 48.51)","(64.35, 62.36, 9.22)","(8.94, 58.31, 75.07)","(31.02, 84.72, 67.72)","(25.00, 47.38, 78.39)","(48.84, 81.57, 45.00)","(26.57, 37.34, 63.95)","(42.01, 68.94, 105.48)","(56.09, 25.96, 37.01)","(28.02, 49.20, 44.55)","(27.78, 49.03, 82.37)","(65.92, 4.24, 60.02)","(27.73, 63.41, 47.89)","(47.89, 89.49, 118.44)","(43.05, 87.09, 114.02)","(28.16, 91.68, 90.34)","(57.80, 19.21, 77.10)","(37.58, 41.04, 37.74)","(68.88, 30.41, 34.54)","(24.35, 54.74, 84.60)","(45.28, 43.57, 29.15)","(15.62, 55.46, 56.64)","(57.27, 108.41, 78.10)","(12.53, 61.33, 60.61)","(34.06, 36.88, 75.39)","(66.03, 25.30, 86.00)","(34.21, 35.69, 74.09)","(66.37, 20.62, 82.05)","(32.28, 93.13, 102.34)","(60.75, 35.36, 27.17)","(36.35, 61.10, 97.25)","(58.22, 9.85, 53.15)","(54.82, 82.42, 40.31)","(48.75, 19.31, 69.72)","(34.21, 56.30, 92.66)"
"(82, 62)","(18, 94)","(42, 61)","(66.13, 102.55, 63.32)","(15.26, 71.84, 34.18)","(47.42, 24.19, 21.21)","(12.17, 81.71, 52.09)","(52.04, 32.31, 12.37)","(78.45, 21.40, 40.31)","(25.50, 53.76, 15.52)","(57.20, 68.41, 33.54)","(19.72, 83.93, 58.05)","(75.17, 90.26, 56.72)","(49.24, 55.36, 19.65)","(20.25, 87.42, 50.33)","(53.85, 18.44, 23.26)","(61.03, 100.62, 60.75)","(80.81, 93.65, 61.39)","(47.13, 91.81, 51.11)","(43.86, 55.46, 17.00)","(65.92, 43.01, 26.93)","(24.00, 64.50, 47.17)","(43.32, 51.43, 13.04)","(26.93, 54.45, 39.70)","(13.93, 57.71, 27.66)","(64.20, 12.37, 29.70)","(38.21, 36.50, 29.55)","(39.82, 45.10, 41.68)","(79.08, 23.60, 40.50)","(46.57, 92.91, 52.15)","(48.85, 23.02, 20.62)","(20.62, 86.40, 48.85)","(33.24, 97.08, 57.98)","(73.93, 61.13, 39.60)","(39.85, 32.80, 13.15)","(97.35, 87.66, 67.01)","(28.23, 94.81, 56.80)","(27.51, 93.24, 55.01)","(24.19, 74.25, 34.41)","(58.59, 60.21, 28.64)","(23.09, 78.52, 39.12)","(20.25, 55.08, 34.13)","(32.02, 95.67, 56.60)","(41.98, 91.40, 50.61)","(24.08, 52.50, 16.03)","(57.25, 14.32, 29.15)","(65.22, 12.53, 41.11)","(52.61, 100.96, 60.21)","(58.03, 30.59, 18.25)","(46.14, 25.63, 24.00)","(62.51, 40.05, 23.09)","(98.08, 94.76, 70.83)","(27.02, 48.27, 31.83)"
"(98, 24)","(14, 25)","(73, 40)","(94.49, 60.02, 65.12)","(116.52, 73.25, 87.11)","(10.44, 81.74, 34.06)","(20.25, 75.19, 35.85)","(7.07, 83.38, 33.24)","(55.79, 87.80, 39.56)","(45.10, 92.18, 36.40)","(91.09, 8.60, 68.96)","(76.48, 83.01, 52.95)","(62.17, 26.42, 45.61)","(87.97, 58.52, 58.69)","(14.87, 70.11, 15.56)","(58.24, 32.76, 44.55)","(52.80, 66.22, 26.93)","(69.26, 28.43, 55.23)","(39.45, 53.49, 9.85)","(17.03, 84.53, 24.02)","(65.80, 29.00, 51.66)","(103.62, 39.85, 74.63)","(95.51, 28.86, 67.27)","(14.76, 77.93, 18.25)","(110.44, 63.29, 80.80)","(33.14, 51.04, 15.26)","(49.48, 37.64, 23.35)","(101.14, 73.35, 72.62)","(15.81, 71.45, 13.89)","(70.21, 70.60, 44.01)","(91.21, 76.32, 64.01)","(18.60, 74.73, 34.01)","(100.90, 34.79, 72.28)","(64.82, 51.09, 35.38)","(80.06, 38.28, 50.57)","(111.40, 71.01, 82.07)","(25.32, 59.08, 12.00)","(69.20, 50.22, 39.70)","(92.20, 60.64, 62.94)","(109.86, 62.29, 80.21)","(70.68, 35.23, 41.44)","(31.24, 68.01, 9.43)","(65.12, 61.72, 37.22)","(14.32, 70.03, 17.03)","(44.94, 45.31, 36.24)","(94.24, 30.41, 65.73)","(82.22, 57.38, 53.04)","(57.97, 32.25, 43.84)","(21.84, 63.20, 10.77)","(14.00, 85.33, 39.05)","(30.36, 80.06, 20.62)","(24.70, 61.52, 7.28)","(27.29, 61.19, 3.16)"
"(78, 19)","(15, 7)","(89, 58)","(52.77, 96.33, 13.15)","(32.14, 74.40, 15.65)","(40.61, 29.83, 60.21)","(14.04, 62.03, 54.34)","(38.64, 31.40, 58.52)","(25.50, 46.53, 64.40)","(56.61, 80.45, 31.76)","(42.05, 81.47, 13.34)","(78.49, 56.04, 76.16)","(88.73, 69.18, 81.02)","(72.50, 42.11, 77.52)","(34.21, 84.91, 6.32)","(68.41, 112.45, 27.89)","(75.03, 89.55, 49.04)","(37.11, 86.53, 3.61)","(105.48, 84.34, 94.58)","(25.18, 70.49, 19.80)","(45.22, 46.04, 49.73)","(26.93, 81.84, 14.04)","(29.15, 46.62, 43.27)","(48.55, 64.64, 37.05)","(52.50, 100.42, 12.08)","(79.40, 53.24, 79.03)","(52.09, 87.73, 19.10)","(73.03, 17.20, 91.79)","(102.18, 90.05, 86.31)","(56.65, 105.42, 16.64)","(15.62, 53.00, 55.15)","(33.12, 34.23, 68.01)","(54.33, 10.82, 79.06)","(73.54, 64.94, 64.33)","(43.93, 50.80, 45.12)","(17.09, 69.12, 55.23)","(85.76, 86.88, 65.51)","(68.60, 53.60, 66.03)","(73.68, 100.17, 39.96)","(41.62, 46.23, 47.43)","(66.65, 43.19, 70.46)","(26.83, 62.43, 27.46)","(12.08, 52.47, 49.19)","(82.76, 88.32, 60.46)","(66.01, 13.34, 85.87)","(83.82, 61.20, 79.63)","(75.29, 71.59, 61.98)","(20.12, 81.06, 48.51)","(77.20, 120.92, 36.69)","(18.00, 81.88, 39.62)","(73.33, 110.11, 34.23)","(66.40, 68.95, 52.89)","(62.03, 10.05, 83.73)"
"(65, 75)","(66, 91)","(59, 52)","(65.37, 75.29, 51.79)","(49.82, 50.49, 53.60)","(54.41, 53.00, 60.31)","(77.10, 91.30, 55.23)","(57.07, 72.99, 33.38)","(50.92, 59.08, 42.43)","(15.81, 26.40, 20.12)","(86.28, 99.02, 66.61)","(16.64, 31.05, 17.49)","(28.28, 40.71, 26.17)","(32.25, 47.17, 11.18)","(79.71, 94.92, 56.36)","(44.78, 54.04, 35.36)","(47.85, 44.28, 57.49)","(29.83, 29.41, 46.10)","(35.69, 37.11, 41.73)","(19.24, 23.85, 29.07)","(40.02, 55.58, 21.93)","(59.09, 55.58, 67.18)","(32.20, 47.43, 10.00)","(44.42, 55.15, 32.00)","(29.83, 41.34, 29.27)","(71.03, 82.04, 55.03)","(13.60, 4.24, 37.36)","(15.26, 30.36, 10.20)","(42.58, 58.55, 19.03)","(76.69, 92.57, 52.95)","(23.60, 34.99, 26.57)","(66.85, 63.64, 73.76)","(38.08, 36.01, 47.80)","(75.24, 89.81, 58.41)","(46.65, 61.33, 24.76)","(53.49, 68.96, 29.97)","(49.01, 52.20, 49.24)","(30.00, 25.08, 44.78)","(46.49, 54.64, 38.83)","(19.42, 35.36, 4.47)","(48.10, 63.06, 31.83)","(37.00, 53.01, 15.23)","(27.89, 34.71, 36.67)","(66.84, 80.45, 46.23)","(7.00, 17.89, 23.02)","(68.03, 83.22, 44.78)","(46.87, 58.00, 33.14)","(49.50, 65.49, 26.02)","(7.00, 23.02, 17.09)","(58.60, 72.56, 37.64)","(46.82, 55.22, 38.64)","(74.03, 90.05, 51.16)","(36.00, 40.31, 37.80)"
"(30, 92)","(69, 81)","(22, 40)","(95.21, 80.75, 53.08)","(80.41, 72.11, 35.47)","(89.19, 99.16, 38.08)","(103.59, 79.25, 71.34)","(90.80, 71.00, 55.76)","(58.69, 75.45, 15.13)","(91.68, 79.83, 47.63)","(60.84, 45.88, 34.13)","(47.17, 17.00, 78.49)","(8.06, 32.76, 50.29)","(35.23, 49.24, 17.46)","(65.31, 59.03, 24.19)","(61.59, 25.55, 62.94)","(92.02, 61.47, 71.81)","(67.91, 27.46, 82.29)","(67.08, 61.27, 24.41)","(36.40, 4.12, 60.11)","(84.60, 60.41, 57.25)","(30.15, 16.64, 66.85)","(51.74, 23.00, 50.33)","(52.80, 14.21, 63.53)","(77.70, 40.36, 74.81)","(19.00, 22.83, 58.59)","(35.36, 10.00, 52.40)","(50.45, 63.60, 5.00)","(65.28, 63.29, 19.10)","(38.90, 57.25, 15.52)","(34.99, 28.32, 34.06)","(78.41, 43.57, 70.11)","(14.32, 26.25, 53.71)","(73.60, 38.59, 67.48)","(73.50, 63.25, 33.02)","(88.84, 95.00, 36.40)","(62.94, 34.37, 52.47)","(6.71, 47.13, 55.04)","(53.23, 15.00, 63.06)","(15.65, 46.10, 38.01)","(10.30, 48.37, 47.01)","(84.86, 68.47, 47.43)","(102.59, 71.11, 81.32)","(62.29, 35.13, 50.36)","(49.82, 48.41, 17.26)","(49.04, 20.02, 50.57)","(73.82, 56.57, 41.79)","(91.27, 66.75, 62.24)","(25.50, 20.88, 44.20)","(55.97, 31.06, 46.10)","(52.84, 73.82, 18.97)","(68.07, 30.08, 90.43)","(59.08, 60.00, 13.04)"
"(89, 64)","(91, 0)","(61, 71)","(39.96, 37.80, 41.59)","(46.04, 55.17, 34.48)","(53.24, 31.91, 54.08)","(90.60, 74.55, 76.03)","(69.92, 108.71, 41.11)","(56.52, 95.80, 27.66)","(67.48, 57.94, 55.46)","(24.08, 40.20, 40.46)","(82.98, 116.67, 54.13)","(62.97, 112.38, 36.80)","(77.25, 82.29, 56.22)","(77.49, 115.52, 48.70)","(64.14, 36.14, 62.20)","(26.02, 38.01, 43.93)","(48.27, 72.18, 26.17)","(77.83, 76.32, 59.41)","(27.07, 91.09, 32.80)","(13.45, 54.45, 40.72)","(42.19, 94.02, 17.00)","(14.56, 69.86, 14.32)","(87.37, 105.15, 60.88)","(87.66, 75.31, 72.01)","(79.16, 106.40, 51.04)","(88.06, 96.18, 64.41)","(74.67, 115.26, 46.10)","(44.82, 103.45, 28.00)","(48.41, 102.16, 25.08)","(23.85, 55.54, 21.54)","(55.36, 73.00, 33.97)","(66.71, 57.01, 55.04)","(17.89, 80.62, 21.93)","(48.17, 44.05, 43.19)","(84.10, 82.87, 64.44)","(10.20, 54.00, 34.48)","(73.43, 119.82, 46.23)","(60.17, 25.30, 63.29)","(47.85, 62.24, 31.76)","(65.80, 110.11, 37.74)","(15.23, 71.81, 14.04)","(21.93, 84.72, 23.02)","(56.22, 54.38, 44.94)","(57.78, 102.93, 29.68)","(67.36, 23.00, 71.34)","(48.17, 17.09, 60.01)","(16.64, 74.73, 14.14)","(45.97, 102.18, 25.50)","(71.81, 107.63, 42.95)","(36.50, 100.08, 44.69)","(42.43, 46.69, 37.05)","(94.24, 96.80, 71.87)"
"(20, 93)","(8, 96)","(58, 4)","(76.84, 88.51, 51.48)","(23.60, 35.36, 77.37)","(53.24, 65.31, 64.63)","(45.28, 57.25, 66.01)","(84.43, 91.71, 14.21)","(37.66, 49.16, 96.01)","(33.53, 41.34, 63.51)","(74.24, 77.23, 46.49)","(4.12, 14.76, 92.70)","(94.79, 105.76, 39.20)","(74.32, 86.54, 66.19)","(71.25, 74.24, 47.54)","(31.78, 44.15, 82.30)","(18.44, 17.00, 90.14)","(55.08, 67.27, 87.66)","(78.10, 89.40, 44.78)","(86.45, 97.62, 41.87)","(80.96, 93.30, 74.95)","(92.57, 98.37, 21.10)","(94.85, 105.89, 40.61)","(90.61, 101.14, 31.83)","(72.01, 76.12, 40.72)","(93.60, 105.12, 49.58)","(93.04, 101.36, 5.39)","(39.92, 48.26, 56.86)","(89.81, 97.08, 9.85)","(71.22, 81.34, 33.54)","(100.18, 108.76, 8.00)","(28.79, 30.07, 78.41)","(74.73, 86.93, 65.30)","(95.13, 101.19, 18.44)","(20.10, 25.08, 79.76)","(99.02, 110.44, 48.83)","(85.70, 95.27, 20.59)","(85.15, 96.40, 43.42)","(30.81, 38.08, 66.65)","(48.76, 55.90, 48.88)","(50.49, 53.24, 59.55)","(75.29, 87.64, 75.13)","(69.58, 81.88, 85.80)","(59.94, 68.82, 37.36)","(66.03, 69.72, 46.14)","(51.04, 54.92, 55.17)","(93.24, 103.32, 25.61)","(89.81, 95.08, 26.00)","(38.95, 37.66, 79.21)","(35.23, 41.23, 63.81)","(6.00, 6.71, 99.28)","(26.48, 29.83, 76.28)","(36.00, 40.80, 65.22)"
"(62, 56)","(2, 7)","(36, 38)","(49.65, 52.00, 35.85)","(65.44, 90.45, 64.08)","(34.93, 93.15, 51.42)","(28.07, 98.86, 53.85)","(49.09, 78.34, 47.43)","(65.95, 11.66, 34.66)","(17.26, 87.21, 41.88)","(44.42, 94.54, 56.08)","(21.21, 78.24, 34.79)","(72.95, 9.06, 41.34)","(64.44, 13.42, 33.30)","(29.02, 58.83, 19.24)","(40.61, 103.59, 61.03)","(46.10, 53.85, 29.00)","(46.17, 74.17, 47.71)","(61.98, 60.01, 45.45)","(35.13, 64.54, 33.62)","(48.51, 43.68, 24.60)","(47.01, 61.03, 39.62)","(57.01, 64.20, 43.93)","(59.41, 91.59, 61.40)","(55.79, 35.51, 28.28)","(41.11, 86.54, 49.01)","(39.40, 69.29, 35.44)","(24.70, 84.31, 41.11)","(27.66, 69.57, 33.24)","(49.50, 53.00, 36.36)","(54.59, 41.44, 29.73)","(24.35, 92.57, 50.01)","(67.42, 88.14, 63.95)","(44.15, 61.40, 32.76)","(23.41, 98.31, 52.50)","(55.80, 21.93, 24.21)","(47.00, 50.70, 27.66)","(28.64, 105.44, 60.03)","(13.42, 89.87, 43.86)","(56.40, 84.34, 55.36)","(25.00, 53.54, 11.18)","(56.04, 62.39, 47.20)","(33.84, 75.15, 37.05)","(26.08, 99.98, 55.71)","(20.00, 66.64, 26.08)","(34.48, 47.01, 15.00)","(62.51, 57.04, 44.41)","(22.56, 93.06, 49.73)","(33.02, 101.02, 56.80)","(61.00, 60.00, 44.69)","(73.01, 92.01, 69.35)","(46.62, 34.79, 20.02)","(21.47, 58.31, 16.03)"
"(84, 69)","(25, 6)","(15, 54)","(7.62, 89.64, 69.57)","(23.71, 83.19, 54.59)","(69.64, 26.00, 24.17)","(32.20, 80.53, 84.17)","(64.29, 42.01, 70.09)","(43.86, 48.85, 29.15)","(45.69, 48.10, 27.17)","(14.14, 75.80, 56.52)","(76.42, 57.57, 9.90)","(32.98, 61.27, 37.66)","(36.12, 62.17, 69.26)","(61.13, 47.00, 10.05)","(48.66, 68.66, 83.77)","(71.87, 25.08, 24.35)","(41.44, 51.00, 60.01)","(74.43, 21.02, 57.98)","(51.92, 74.15, 90.08)","(33.62, 54.04, 53.85)","(30.53, 83.63, 85.71)","(27.51, 77.41, 78.77)","(39.92, 78.43, 86.83)","(57.70, 88.28, 43.46)","(43.42, 68.01, 80.06)","(46.62, 92.42, 52.20)","(11.00, 94.64, 73.74)","(66.48, 71.34, 23.19)","(81.10, 70.52, 22.47)","(53.71, 42.20, 21.19)","(24.19, 96.25, 67.42)","(23.85, 62.97, 56.22)","(20.00, 66.47, 57.01)","(69.35, 17.89, 36.72)","(67.07, 62.13, 88.81)","(59.51, 38.33, 18.03)","(85.62, 87.36, 38.63)","(65.12, 21.21, 41.40)","(79.71, 34.01, 17.46)","(21.47, 81.84, 79.10)","(17.49, 83.23, 78.00)","(76.40, 46.49, 6.40)","(34.71, 61.33, 35.90)","(27.31, 81.44, 51.11)","(14.87, 101.18, 83.17)","(69.26, 42.58, 6.71)","(45.22, 42.01, 48.30)","(35.85, 53.00, 38.12)","(46.10, 61.39, 25.94)","(94.05, 8.06, 52.09)","(53.45, 79.40, 35.85)","(26.63, 112.70, 91.79)"
"(57, 98)","(84, 76)","(5, 73)","(96.57, 92.02, 67.19)","(34.41, 55.04, 24.52)","(85.15, 92.59, 40.11)","(49.41, 14.76, 92.09)","(41.11, 23.60, 95.57)","(67.21, 79.70, 21.21)","(101.39, 76.01, 106.83)","(62.94, 59.67, 48.10)","(103.25, 104.48, 63.03)","(104.81, 104.89, 66.00)","(77.18, 45.88, 100.72)","(16.12, 25.71, 54.74)","(73.68, 69.31, 53.54)","(40.16, 43.08, 41.11)","(30.15, 19.24, 84.90)","(24.70, 13.60, 76.69)","(70.21, 45.40, 84.22)","(33.02, 54.08, 25.71)","(72.92, 85.38, 24.08)","(79.40, 66.89, 69.66)","(44.72, 72.37, 18.79)","(93.52, 91.24, 61.39)","(65.60, 81.02, 15.00)","(95.27, 90.61, 66.48)","(90.97, 94.05, 51.04)","(75.07, 87.60, 25.32)","(36.24, 14.14, 69.35)","(38.95, 56.14, 23.02)","(83.95, 60.67, 90.27)","(42.95, 41.18, 46.24)","(49.82, 60.44, 25.24)","(56.94, 27.07, 84.48)","(98.23, 73.03, 104.06)","(28.65, 52.61, 29.15)","(92.14, 73.38, 87.97)","(23.09, 24.33, 79.71)","(26.25, 53.85, 31.91)","(93.05, 77.08, 83.82)","(44.41, 63.13, 16.03)","(80.02, 64.85, 74.33)","(44.41, 9.85, 88.01)","(103.35, 102.65, 66.07)","(72.69, 52.81, 77.80)","(31.91, 11.18, 69.03)","(96.13, 77.20, 91.05)","(55.90, 69.86, 17.03)","(58.69, 32.25, 80.41)","(61.77, 65.37, 36.40)","(71.00, 55.95, 69.43)","(27.66, 21.59, 58.03)"
"(46, 7)","(55, 94)","(84, 79)","(84.02, 7.62, 37.95)","(65.30, 60.88, 32.31)","(36.69, 55.71, 61.40)","(47.38, 100.46, 78.52)","(95.86, 24.19, 18.68)","(93.00, 10.82, 43.42)","(87.48, 7.07, 26.08)","(12.04, 81.02, 79.40)","(61.62, 52.01, 26.17)","(81.84, 42.94, 10.30)","(28.07, 87.10, 70.71)","(29.12, 81.25, 64.78)","(36.22, 101.52, 106.08)","(71.11, 20.62, 42.01)","(65.03, 24.60, 40.61)","(91.55, 4.12, 33.84)","(92.96, 28.28, 60.08)","(20.40, 87.92, 89.38)","(46.96, 46.57, 34.48)","(76.66, 17.03, 18.11)","(46.32, 93.23, 103.00)","(42.05, 55.95, 65.51)","(60.93, 34.44, 21.26)","(61.07, 50.00, 25.02)","(25.46, 69.58, 57.58)","(34.37, 85.73, 67.12)","(97.86, 27.29, 19.10)","(56.46, 37.34, 25.61)","(55.87, 57.14, 33.06)","(64.94, 23.09, 28.16)","(43.05, 70.77, 50.01)","(38.01, 50.01, 51.74)","(75.59, 32.80, 5.83)","(34.83, 74.30, 82.01)","(74.69, 31.24, 7.07)","(66.27, 25.81, 44.41)","(7.81, 83.36, 80.16)","(91.18, 42.05, 72.18)","(37.80, 74.95, 83.82)","(89.20, 39.12, 69.05)","(42.11, 103.45, 109.66)","(44.15, 84.17, 62.20)","(45.88, 88.01, 98.47)","(69.34, 55.23, 77.28)","(42.01, 93.98, 73.11)","(50.57, 75.66, 51.62)","(91.92, 14.14, 22.67)","(56.82, 72.67, 46.57)","(82.76, 45.61, 73.06)","(65.07, 22.80, 35.69)"
"(93, 7)","(61, 62)","(28, 17)","(77.18, 37.16, 30.02)","(98.35, 38.91, 62.03)","(101.21, 37.59, 79.43)","(81.84, 38.60, 34.23)","(80.31, 35.36, 90.91)","(41.77, 27.02, 38.47)","(70.01, 17.72, 43.08)","(60.88, 48.26, 7.81)","(64.85, 46.86, 9.49)","(52.47, 65.15, 21.40)","(103.77, 60.41, 46.62)","(104.69, 47.17, 62.97)","(75.69, 23.19, 43.17)","(30.81, 62.03, 38.91)","(42.58, 41.11, 78.79)","(49.93, 29.73, 28.60)","(21.02, 55.11, 44.91)","(84.72, 63.60, 19.31)","(97.51, 34.48, 81.32)","(81.22, 30.81, 86.61)","(9.49, 56.86, 56.44)","(75.07, 24.52, 41.00)","(114.77, 57.94, 69.26)","(81.04, 56.61, 17.69)","(58.25, 7.07, 49.68)","(84.29, 31.02, 46.04)","(31.05, 34.66, 60.41)","(89.05, 26.48, 76.32)","(95.41, 48.09, 44.60)","(33.53, 45.00, 33.00)","(77.41, 32.56, 87.97)","(65.51, 31.89, 25.63)","(56.08, 7.62, 52.35)","(71.31, 52.33, 8.94)","(94.75, 37.00, 57.04)","(58.73, 18.60, 37.20)","(38.64, 62.29, 31.91)","(34.66, 31.78, 42.38)","(39.05, 25.96, 44.72)","(69.97, 33.84, 26.48)","(46.53, 50.00, 19.24)","(25.71, 39.70, 60.88)","(54.71, 15.30, 63.78)","(101.12, 37.58, 80.81)","(82.61, 34.83, 90.60)","(88.23, 25.50, 63.56)","(75.39, 15.52, 70.49)","(52.35, 26.17, 72.42)","(57.80, 9.49, 46.86)","(31.91, 31.76, 50.92)"
"(53, 32)","(27, 31)","(39, 48)","(11.18, 17.09, 11.70)","(42.43, 31.26, 21.26)","(33.24, 58.05, 53.00)","(36.36, 30.81, 47.27)","(38.64, 14.42, 25.63)","(30.00, 49.65, 51.22)","(53.85, 35.23, 34.18)","(1.41, 27.00, 22.67)","(61.98, 72.20, 51.48)","(28.64, 45.49, 49.40)","(34.44, 52.01, 32.65)","(59.48, 37.48, 58.05)","(45.65, 63.13, 43.27)","(41.05, 15.30, 30.41)","(60.90, 77.79, 57.49)","(72.50, 67.12, 52.50)","(28.28, 34.83, 45.12)","(35.61, 21.10, 40.50)","(69.12, 60.83, 48.30)","(25.32, 5.10, 16.28)","(22.36, 30.41, 39.29)","(32.45, 17.03, 36.40)","(55.32, 77.41, 59.46)","(41.87, 62.43, 44.01)","(32.39, 45.28, 24.84)","(18.79, 24.08, 33.54)","(22.85, 27.80, 7.07)","(66.91, 76.54, 55.90)","(75.93, 63.32, 54.67)","(17.89, 42.58, 38.42)","(34.54, 15.23, 18.25)","(40.05, 66.01, 56.92)","(42.20, 65.39, 48.84)","(37.05, 63.07, 52.89)","(18.03, 8.00, 17.46)","(13.15, 39.12, 30.41)","(19.10, 16.97, 29.00)","(8.60, 19.92, 13.04)","(54.57, 55.54, 37.01)","(39.82, 30.02, 48.27)","(22.67, 44.78, 29.02)","(27.51, 30.23, 42.30)","(25.06, 25.24, 38.05)","(40.26, 65.62, 59.03)","(8.54, 18.44, 14.32)","(67.07, 73.93, 53.76)","(28.02, 51.24, 48.92)","(53.85, 47.04, 33.11)","(65.79, 79.20, 58.41)","(25.00, 36.77, 16.64)"
"(33, 97)","(13, 88)","(32, 92)","(74.25, 89.99, 73.16)","(53.45, 71.34, 53.15)","(98.48, 95.46, 93.74)","(75.00, 75.17, 70.52)","(61.40, 53.60, 56.32)","(58.24, 59.20, 53.76)","(64.01, 69.35, 60.21)","(100.65, 103.41, 96.60)","(61.19, 60.21, 56.52)","(44.55, 64.03, 45.04)","(108.41, 115.43, 105.12)","(28.16, 48.37, 29.07)","(95.88, 83.29, 90.80)","(77.47, 62.97, 72.50)","(37.95, 41.87, 33.62)","(71.55, 56.29, 66.65)","(72.34, 68.54, 67.48)","(57.07, 56.30, 52.39)","(33.54, 40.82, 29.68)","(59.48, 48.09, 54.41)","(49.19, 35.06, 44.29)","(76.32, 90.48, 74.71)","(105.42, 112.70, 102.18)","(87.02, 81.04, 82.05)","(38.47, 38.95, 33.73)","(47.54, 48.92, 43.01)","(84.48, 84.38, 80.01)","(33.24, 28.84, 28.16)","(94.26, 89.19, 89.36)","(59.03, 63.66, 55.07)","(10.82, 14.00, 6.40)","(65.46, 79.12, 63.63)","(85.80, 97.13, 83.41)","(60.67, 52.17, 55.58)","(98.39, 101.67, 94.41)","(43.19, 24.70, 38.90)","(50.01, 45.19, 45.00)","(48.26, 56.30, 44.82)","(44.42, 29.15, 39.66)","(51.09, 32.70, 46.69)","(17.69, 32.25, 15.26)","(34.83, 48.76, 32.76)","(85.70, 83.63, 81.02)","(25.61, 11.70, 21.21)","(110.00, 116.78, 106.67)","(94.43, 85.71, 89.36)","(62.97, 69.66, 59.41)","(65.46, 72.62, 62.01)","(42.43, 62.07, 43.01)","(67.68, 55.04, 62.63)"
